room1,dist,room2
P216__+2,6.5e-05,P213__+2
P216__+2,4.7e-05,P214__+2
P216__+2,7.2e-05,P215__+2
P216__+2,2.4e-05,P217__+2
P216__+2,4.5e-05,P219__+2
P216__+2,8.3e-05,P220__+2
P217__+2,2.4e-05,P216__+2
P219.1__+2,2.8e-05,P219__+2
P219__+2,4.5e-05,P216__+2
P219__+2,2.8e-05,P219.1__+2
P220__+2,7e-05,P210__+2
P220__+2,8.3e-05,P216__+2
P301__+3,7e-05,P205__+3
P301__+3,6.7e-05,P302__+3
P301__+3,2.8e-05,P303__+3
P301__+3,2.6e-05,P304__+3
P301__+3,0.000255,P305__+3
P302__+3,6.7e-05,P301__+3
P303__+3,5.4e-05,P204__+2
P303__+3,2.8e-05,P301__+3
P304__+3,5.4e-05,P205__+2
P304__+3,2.6e-05,P301__+3
P304__+3,4.9e-05,R305__+3
P304__+3,2.7e-05,R312__+3
P305__+3,0.000255,P301__+3
P305__+3,0.000206,P306__+3
P305__+3,0.00015,P307__+3
P305__+3,7.5e-05,P308__+3
P305__+3,2e-05,P309__+3
P305__+3,8.2e-05,P310__+3
P305__+3,0.000156,P311__+3
P305__+3,0.000236,P312__+3
P305__+3,0.000245,P313__+3
P305__+3,4.7e-05,P315__+3
P305__+3,2.9e-05,P316__+3
P305__+3,0.000116,P317__+3
P305__+3,0.000142,P318__+3
P305__+3,0.000241,P319__+3
P306__+3,0.000206,P305__+3
P307.1__+3,3.4e-05,P307__+3
P307.2__+3,4.3e-05,P307__+3
P307.3__+3,2.1e-05,P307__+3
P307__+3,0.00015,P305__+3
P307__+3,3.4e-05,P307.1__+3
P307__+3,4.3e-05,P307.2__+3
P307__+3,2.1e-05,P307.3__+3
P308.1__+3,3.4e-05,P308__+3
P308.2__+3,4.3e-05,P308__+3
P308.3__+3,2.1e-05,P308__+3
P308__+3,7.5e-05,P305__+3
P308__+3,3.4e-05,P308.1__+3
P308__+3,4.3e-05,P308.2__+3
P308__+3,2.1e-05,P308.3__+3
P309.1__+3,3.4e-05,P309__+3
P309.2__+3,4.3e-05,P309__+3
P309.3__+3,2.1e-05,P309__+3
P309__+3,2e-05,P305__+3
P309__+3,3.4e-05,P309.1__+3
P309__+3,4.3e-05,P309.2__+3
P309__+3,2.1e-05,P309.3__+3
P310.1__+3,3.4e-05,P310__+3
P310.2__+3,4.3e-05,P310__+3
P310.3__+3,2.1e-05,P310__+3
P310__+3,8.2e-05,P305__+3
P310__+3,3.4e-05,P310.1__+3
P310__+3,4.3e-05,P310.2__+3
P310__+3,2.1e-05,P310.3__+3
P311.1__+3,3.4e-05,P311__+3
P311.2__+3,4.3e-05,P311__+3
P311.3__+3,2.1e-05,P311__+3
P311__+3,0.000156,P305__+3
P311__+3,3.4e-05,P311.1__+3
P311__+3,4.3e-05,P311.2__+3
P311__+3,2.1e-05,P311.3__+3
P312.1__+3,3.4e-05,P312__+3
P312.2__+3,4.4e-05,P312__+3
P312.3__+3,2.1e-05,P312__+3
P312__+3,0.000236,P305__+3
P312__+3,3.4e-05,P312.1__+3
P312__+3,4.4e-05,P312.2__+3
P312__+3,2.1e-05,P312.3__+3
P313__+3,5.4e-05,P215__+2
P313__+3,0.000245,P305__+3
P315.1__+3,3.8e-05,P315.2__+3
P315.1__+3,5.8e-05,P315.4__+3
P315.2__+3,3.8e-05,P315.1__+3
P315.2__+3,4.6e-05,P315.4__+3
P315.3__+3,2.4e-05,P315.4__+3
P315.4__+3,5.8e-05,P315.1__+3
P315.4__+3,4.6e-05,P315.2__+3
P315.4__+3,2.4e-05,P315.3__+3
P315.4__+3,2.5e-05,P315__+3
P315__+3,4.7e-05,P305__+3
P315__+3,2.5e-05,P315.4__+3
P316.1__+3,3.8e-05,P316.2__+3
P316.1__+3,5.8e-05,P316.4__+3
P316.2__+3,3.8e-05,P316.1__+3
P316.2__+3,4.6e-05,P316.4__+3
P316.3__+3,2.5e-05,P316.4__+3
P316.4__+3,5.8e-05,P316.1__+3
P316.4__+3,4.6e-05,P316.2__+3
P316.4__+3,2.5e-05,P316.3__+3
P316.4__+3,2.4e-05,P316__+3
P316__+3,2.9e-05,P305__+3
P316__+3,2.4e-05,P316.4__+3
P317.1__+3,3.8e-05,P317.2__+3
P317.1__+3,5.8e-05,P317.4__+3
P317.2__+3,3.8e-05,P317.1__+3
P317.2__+3,4.6e-05,P317.4__+3
P317.3__+3,2.4e-05,P317.4__+3
P317.4__+3,5.8e-05,P317.1__+3
P317.4__+3,4.6e-05,P317.2__+3
P317.4__+3,2.4e-05,P317.3__+3
P317.4__+3,2.5e-05,P317__+3
P317__+3,0.000116,P305__+3
P317__+3,2.5e-05,P317.4__+3
P318.1__+3,3.8e-05,P318.2__+3
P318.1__+3,5.8e-05,P318.4__+3
P318.2__+3,3.8e-05,P318.1__+3
P318.2__+3,4.6e-05,P318.4__+3
P318.3__+3,2.5e-05,P318.4__+3
P318.4__+3,5.8e-05,P318.1__+3
P318.4__+3,4.6e-05,P318.2__+3
P318.4__+3,2.5e-05,P318.3__+3
P318.4__+3,2.4e-05,P318__+3
P318__+3,0.000142,P305__+3
P318__+3,2.4e-05,P318.4__+3
P319.1__+3,4.7e-05,P319__+3
P319.2__+3,2.3e-05,P319__+3
P319__+3,0.000241,P305__+3
P319__+3,4.7e-05,P319.1__+3
P319__+3,2.3e-05,P319.2__+3
Q0101__-1,7.3e-05,Q0102__-1
Q0101__-1,3.6e-05,Q0103__-1
Q0101__-1,5.1e-05,Q0104__-1
Q0101__-1,8.1e-05,Q0106__-1
Q0101__-1,7.4e-05,Q0107__-1
Q0101__-1,0.000107,Q0108__-1
Q0102__-1,7.3e-05,Q0101__-1
Q0102__-1,5.4e-05,Q118__+1
Q0103__-1,3.6e-05,Q0101__-1
Q0103__-1,5.4e-05,Q119__+1
Q0104__-1,5.1e-05,Q0101__-1
Q0104__-1,0.000117,Q0105__-1
Q0105__-1,0.000117,Q0104__-1
Q0106.1__-1,2.8e-05,Q0106__-1
Q0106__-1,8.1e-05,Q0101__-1
Q0106__-1,2.8e-05,Q0106.1__-1
Q0107.1__-1,2.8e-05,Q0107__-1
Q0107__-1,7.4e-05,Q0101__-1
Q0107__-1,2.8e-05,Q0107.1__-1
Q0108__-1,0.000107,Q0101__-1
Q0108__-1,0.000103,Q0109__-1
Q0109__-1,0.000103,Q0108__-1
Q0109__-1,0.000123,Q0110__-1
Q0109__-1,7.8e-05,Q0206__-1
Q0110__-1,0.000123,Q0109__-1
Q0110__-1,0.00014,Q0113__-1
Q0110__-1,9.6e-05,Q0201__-1
Q0113__-1,0.00014,Q0110__-1
Q0113__-1,5.8e-05,Q0114__-1
Q0113__-1,3.7e-05,Q0115__-1
Q0113__-1,5.3e-05,Q0116__-1
Q0113__-1,6.7e-05,Q0117__-1
Q0113__-1,6.3e-05,Q0119__-1
Q0113__-1,6.9e-05,Q0120__-1
Q0114.1__-1,3.4e-05,Q0114__-1
Q0114__-1,5.8e-05,Q0113__-1
Q0114__-1,3.4e-05,Q0114.1__-1
Q0115__-1,3.7e-05,Q0113__-1
Q0116__-1,5.3e-05,Q0113__-1
Q0117.1__-1,4.7e-05,Q0117__-1
Q0117__-1,6.7e-05,Q0113__-1
Q0117__-1,4.7e-05,Q0117.1__-1
Q0117__-1,4.3e-05,Q0118__-1
Q0118__-1,4.3e-05,Q0117__-1
Q0119__-1,6.3e-05,Q0113__-1
Q0119__-1,5.4e-05,Q122__+1
Q0120__+1,5.1e-05,Q121__+1
Q0120__-1,6.9e-05,Q0113__-1
Q0201__-1,9.6e-05,Q0110__-1
Q0201__-1,5.4e-05,Q0201__-2
Q0201__-2,5.4e-05,Q0201__-1
Q0201__-2,9.3e-05,Q0202__-2
Q0202__-2,9.3e-05,Q0201__-2
Q0202__-2,0.000206,Q0203__-2
Q0203__-2,0.000206,Q0202__-2
Q0203__-2,0.000159,Q0204__-2
Q0203__-2,0.000148,Q0205__-2
Q0204__-2,0.000159,Q0203__-2
Q0205__-2,0.000148,Q0203__-2
Q0205__-2,8.4e-05,Q0206__-2
Q0206__-1,7.8e-05,Q0109__-1
Q0206__-1,5.4e-05,Q0206__-2
Q0206__-2,8.4e-05,Q0205__-2
Q0206__-2,5.4e-05,Q0206__-1
Q101__+1,4.1e-05,Q102__+1
Q101__+1,0.000124,Q103__+1
Q101__+1,6e-05,Q113__+1
Q101__+1,7.5e-05,Q114__+1
Q101__+1,0.000114,Q115__+1
Q101__+1,8.4e-05,Q116__+1
Q101__+1,6.3e-05,Q117__+1
Q101__+1,5.3e-05,Q118__+1
Q101__+1,5.7e-05,Q119__+1
Q101__+1,7.7e-05,Q120__+1
Q102__+1,4.1e-05,Q101__+1
Q103__+1,0.000124,Q101__+1
Q103__+1,8.2e-05,Q104__+1
Q103__+1,6e-05,Q105__+1
Q103__+1,7.1e-05,Q106__+1
Q103__+1,0.000105,Q107__+1
Q103__+1,8.2e-05,Q108.1__+1
Q103__+1,7.6e-05,Q109__+1
Q103__+1,6e-05,Q110__+1
Q103__+1,7.6e-05,Q111__+1
Q103__+1,0.000112,Q112__+1
Q104__+1,8.2e-05,Q103__+1
Q105__+1,6e-05,Q103__+1
Q106__+1,7.1e-05,Q103__+1
Q107__+1,0.000105,Q103__+1
Q108.1__+1,8.2e-05,Q103__+1
Q108.1__+1,0.000123,Q108__+1
Q108__+1,0.000123,Q108.1__+1
Q109__+1,7.6e-05,Q103__+1
Q110__+1,6e-05,Q103__+1
Q111__+1,7.6e-05,Q103__+1
Q112__+1,0.000112,Q103__+1
Q113.1__+1,2.8e-05,Q113__+1
Q113__+1,6e-05,Q101__+1
Q113__+1,2.8e-05,Q113.1__+1
Q114__+1,7.5e-05,Q101__+1
Q115__+1,0.000114,Q101__+1
Q116.1__+1,2.2e-05,Q116__+1
Q116__+1,8.4e-05,Q101__+1
Q116__+1,2.2e-05,Q116.1__+1
Q117.1__+1,2.2e-05,Q117__+1
Q117__+1,6.3e-05,Q101__+1
Q117__+1,2.2e-05,Q117.1__+1
Q118__+1,5.4e-05,Q0102__-1
Q118__+1,5.3e-05,Q101__+1
Q118__+1,5.4e-05,Q220__+2
Q119__+1,5.4e-05,Q0103__-1
Q119__+1,5.7e-05,Q101__+1
Q119__+1,5.4e-05,Q229__+2
Q120__+1,7.7e-05,Q101__+1
Q121__+1,5.1e-05,Q0120__+1
Q121__+1,4.4e-05,Q122__+1
Q122__+1,5.4e-05,Q0119__-1
Q122__+1,4.4e-05,Q121__+1
Q123__+1,3.3e-05,Q124__+1
Q123__+1,0.000291,S101__+1
Q124__+1,3.3e-05,Q123__+1
Q124__+1,5.4e-05,Q234__+2
Q201__+2,0.000223,Q232__+2
Q202__+2,0.000143,Q232__+2
Q203__+2,9.1e-05,Q232__+2
Q204__+2,0.000111,Q232__+2
Q205__+2,0.000189,Q232__+2
Q220__+2,5.4e-05,Q118__+1
Q220__+2,5.2e-05,Q221__+2
Q220__+2,5.4e-05,Q320__+3
Q221__+2,5.2e-05,Q220__+2
Q221__+2,8.4e-05,Q222__+2
Q221__+2,5.9e-05,Q224__+2
Q221__+2,0.000241,Q225__+2
Q221__+2,0.000104,Q226__+2
Q221__+2,7.7e-05,Q227__+2
Q221__+2,5.5e-05,Q228__+2
Q221__+2,5.2e-05,Q229__+2
Q221__+2,8e-05,Q230__+2
Q221__+2,0.000152,Q231__+2
Q222__+2,8.4e-05,Q221__+2
Q222__+2,6.7e-05,Q223__+2
Q223__+2,6.7e-05,Q222__+2
Q224__+2,5.9e-05,Q221__+2
Q225__+2,0.000241,Q221__+2
Q226.1__+2,3.1e-05,Q226__+2
Q226__+2,0.000104,Q221__+2
Q226__+2,3.1e-05,Q226.1__+2
Q227.1__+2,2.8e-05,Q227.3__+2
Q227.1__+2,3e-05,Q227__+2
Q227.3__+2,2.8e-05,Q227.1__+2
Q227__+2,7.7e-05,Q221__+2
Q227__+2,3e-05,Q227.1__+2
Q228__+2,5.5e-05,Q221__+2
Q229__+2,5.4e-05,Q119__+1
Q229__+2,5.2e-05,Q221__+2
Q229__+2,5.4e-05,Q330__+3
Q230__+2,8e-05,Q221__+2
Q231__+2,0.000246,M202__+2
Q231__+2,0.000152,Q221__+2
Q231__+2,0.000359,Q232__+2
Q232__+2,0.000223,Q201__+2
Q232__+2,0.000143,Q202__+2
Q232__+2,9.1e-05,Q203__+2
Q232__+2,0.000111,Q204__+2
Q232__+2,0.000189,Q205__+2
Q232__+2,0.000359,Q231__+2
Q232__+2,0.000195,Q233__+2
Q233__+2,0.000195,Q232__+2
Q233__+2,5.6e-05,Q234__+2
Q233__+2,0.000333,S203__+2
Q234__+2,5.4e-05,Q124__+1
Q234__+2,5.6e-05,Q233__+2
Q301__+3,0.000129,Q325__+3
Q302__+3,0.0001,Q325__+3
Q303__+3,0.000143,Q325__+3
Q304__+3,0.000211,Q325__+3
Q305__+3,0.000299,Q325__+3
Q320__+3,5.4e-05,Q220__+2
Q320__+3,5.2e-05,Q321__+3
Q321__+3,5.2e-05,Q320__+3
Q321__+3,8.4e-05,Q322__+3
Q321__+3,4.5e-05,Q323__+3
Q321__+3,5.9e-05,Q324__+3
Q321__+3,0.000223,Q325__+3
Q321__+3,0.000104,Q327__+3
Q321__+3,7.7e-05,Q328__+3
Q321__+3,5.5e-05,Q329__+3
Q321__+3,5.2e-05,Q330__+3
Q321__+3,7.2e-05,Q331__+3
Q322__+3,8.4e-05,Q321__+3
Q323__+3,4.5e-05,Q321__+3
Q324__+3,5.9e-05,Q321__+3
Q325__+3,0.000129,Q301__+3
Q325__+3,0.0001,Q302__+3
Q325__+3,0.000143,Q303__+3
Q325__+3,0.000211,Q304__+3
Q325__+3,0.000299,Q305__+3
Q325__+3,0.000223,Q321__+3
Q325__+3,0.000155,Q326__+3
Q326__+3,0.000155,Q325__+3
Q327.1__+3,3.1e-05,Q327__+3
Q327__+3,0.000104,Q321__+3
Q327__+3,3.1e-05,Q327.1__+3
Q328.1__+3,2.8e-05,Q328.2__+3
Q328.1__+3,3e-05,Q328__+3
Q328.2__+3,2.8e-05,Q328.1__+3
Q328__+3,7.7e-05,Q321__+3
Q328__+3,3e-05,Q328.1__+3
Q329__+3,5.5e-05,Q321__+3
Q330__+3,5.4e-05,Q229__+2
Q330__+3,5.2e-05,Q321__+3
Q331__+3,7.2e-05,Q321__+3
R101__+1,0.000105,R102__+1
R102__+1,0.000105,R101__+1
R102__+1,4.4e-05,R103__+1
R102__+1,5.4e-05,R202__+2
R103.1__+1,3.6e-05,R103__+1
R103.2__+1,2.7e-05,R103__+1
R103__+1,4.4e-05,R102__+1
R103__+1,3.6e-05,R103.1__+1
R103__+1,2.7e-05,R103.2__+1
R104__+1,3.8e-05,R105__+1
R105__+1,3.8e-05,R104__+1
R105__+1,8.8e-05,R110__+1
R107__+1,6.9e-05,R109__+1
R107__+1,5.4e-05,R210__+2
R108__+1,6e-05,R109__+1
R109__+1,0.000103,P103__+1
R109__+1,0.000119,P104__+1
R109__+1,6.9e-05,R107__+1
R109__+1,6e-05,R108__+1
R109__+1,0.000117,R110__+1
R110__+1,8.8e-05,R105__+1
R110__+1,0.000117,R109__+1
R201__+2,6.3e-05,R202__+2
R201__+2,7e-05,R208__+2
R201__+2,8.4e-05,R211__+2
R202__+2,5.4e-05,R102__+1
R202__+2,6.3e-05,R201__+2
R202__+2,3.8e-05,R203__+2
R202__+2,5.4e-05,R301__+3
R203__+2,3.8e-05,R202__+2
R203__+2,3.6e-05,R204__+2
R203__+2,2.7e-05,R205__+2
R204__+2,3.6e-05,R203__+2
R205__+2,2.7e-05,R203__+2
R206__+2,9.3e-05,R213__+2
R207__+2,6.8e-05,R213__+2
R208__+2,7e-05,R201__+2
R209__+2,5.4e-05,R209__+3
R209__+2,6e-05,R211__+2
R209__+3,5.4e-05,R209__+2
R209__+3,7.3e-05,R301__+3
R209__+3,6.1e-05,R303__+3
R210__+2,5.4e-05,R107__+1
R210__+2,5.4e-05,R210__+3
R210__+2,6e-05,R211__+2
R210__+3,5.4e-05,R210__+2
R210__+3,5.8e-05,R303__+3
R211__+2,8.4e-05,R201__+2
R211__+2,6e-05,R209__+2
R211__+2,6e-05,R210__+2
R211__+2,0.000175,R212__+2
R212__+2,7.8e-05,P204__+2
R212__+2,9.5e-05,P205__+2
R212__+2,0.000175,R211__+2
R213__+2,9.3e-05,R206__+2
R213__+2,6.8e-05,R207__+2
R301__+3,5.4e-05,R202__+2
R301__+3,7.3e-05,R209__+3
R301__+3,0.000105,R304__+3
R303__+3,6.1e-05,R209__+3
R303__+3,5.8e-05,R210__+3
R304__+3,0.000105,R301__+3
R305__+3,4.9e-05,P304__+3
R305__+3,2.8e-05,R306__+3
R305__+3,5.3e-05,R307__+3
R305__+3,5.1e-05,R308__+3
R305__+3,3.4e-05,R310__+3
R305__+3,2.7e-05,R311__+3
R306.1__+3,4.9e-05,R306__+3
R306.2__+3,2.2e-05,R306__+3
R306__+3,2.8e-05,R305__+3
R306__+3,4.9e-05,R306.1__+3
R306__+3,2.2e-05,R306.2__+3
R307__+3,5.3e-05,R305__+3
R308.1__+3,5.6e-05,R308__+3
R308.2__+3,5.1e-05,R308__+3
R308.3__+3,4.4e-05,R308__+3
R308__+3,5.1e-05,R305__+3
R308__+3,5.6e-05,R308.1__+3
R308__+3,5.1e-05,R308.2__+3
R308__+3,4.4e-05,R308.3__+3
R308__+3,4e-05,R309__+3
R309.1__+3,4.7e-05,R309.3__+3
R309.2__+3,4.6e-05,R309__+3
R309.3__+3,4.7e-05,R309.1__+3
R309.3__+3,4.3e-05,R309__+3
R309__+3,4e-05,R308__+3
R309__+3,4.6e-05,R309.2__+3
R309__+3,4.3e-05,R309.3__+3
R310__+3,3.4e-05,R305__+3
R311.1__+3,4.6e-05,R311__+3
R311.2__+3,2.4e-05,R311__+3
R311__+3,2.7e-05,R305__+3
R311__+3,4.6e-05,R311.1__+3
R311__+3,2.4e-05,R311.2__+3
R312__+3,2.7e-05,P304__+3
S001__-1,7.4e-05,S002__-1
S002__-1,7.4e-05,S001__-1
S002__-1,5.4e-05,S104__+1
S101__+1,0.000291,Q123__+1
S101__+1,0.000218,S102__+1
S101__+1,0.000246,S103__+1
S101__+1,0.000192,S104__+1
S101__+1,0.000164,S105__+1
S101__+1,7.8e-05,S107__+1
S101__+1,7.9e-05,S111__+1
S101__+1,4.1e-05,S114__+1
S101__+1,0.000121,S115__+1
S101__+1,0.000181,S116__+1
S101__+1,0.000156,S121__+1
S102__+1,0.000218,S101__+1
S102__+1,6.5e-05,S121__+1
S102__+1,5.8e-05,S122__+1
S103.1__+1,4.8e-05,S103__+1
S103__+1,0.000246,S101__+1
S103__+1,4.8e-05,S103.1__+1
S104__+1,5.4e-05,S002__-1
S104__+1,0.000192,S101__+1
S105__+1,0.000164,S101__+1
S106__+1,5e-05,S107__+1
S107__+1,7.8e-05,S101__+1
S107__+1,5e-05,S106__+1
S107__+1,7.9e-05,S108__+1
S108__+1,7.9e-05,S107__+1
S108__+1,0.000118,S109__+1
S108__+1,0.00011,S110__+1
S109__+1,0.000118,S108__+1
S110__+1,0.00011,S108__+1
S111__+1,7.9e-05,S101__+1
S112__+1,2.6e-05,S114__+1
S113.1__+1,2.6e-05,S113__+1
S113__+1,2.6e-05,S113.1__+1
S113__+1,4.2e-05,S114__+1
S114__+1,4.1e-05,S101__+1
S114__+1,2.6e-05,S112__+1
S114__+1,4.2e-05,S113__+1
S115.1__+1,2.7e-05,S116__+1
S115__+1,0.000121,S101__+1
S115__+1,5.4e-05,S213__+2
S116__+1,0.000181,S101__+1
S116__+1,2.7e-05,S115.1__+1
S116__+1,4.5e-05,S117__+1
S116__+1,8.9e-05,S118__+1
S116__+1,6.7e-05,S119__+1
S117__+1,4.5e-05,S116__+1
S118__+1,8.9e-05,S116__+1
S119__+1,6.7e-05,S116__+1
S121__+1,0.000156,S101__+1
S121__+1,6.5e-05,S102__+1
S121__+1,5.4e-05,S201__+2
S122__+1,5.8e-05,S102__+1
S201__+2,5.4e-05,S121__+1
S201__+2,5.2e-05,S202__+2
S201__+2,0.000176,S203__+2
S202__+2,5.2e-05,S201__+2
S203__+2,0.000333,Q233__+2
S203__+2,0.000176,S201__+2
S203__+2,0.000164,S204__+2
S203__+2,0.0001,S207__+2
S203__+2,4.8e-05,S209__+2
S203__+2,4.6e-05,S211__+2
S203__+2,7.9e-05,S212__+2
S203__+2,0.000133,S213__+2
S203__+2,0.000209,S214__+2
S204__+2,0.000164,S203__+2
S204__+2,6.8e-05,S205__+2
S204__+2,9.4e-05,S206__+2
S205__+2,6.8e-05,S204__+2
S206__+2,9.4e-05,S204__+2
S206__+2,0.000118,S208__+2
S207__+2,0.0001,S203__+2
S208__+2,0.000118,S206__+2
S208__+2,0.00011,S210__+2
S209__+2,4.8e-05,S203__+2
S209__+2,7e-05,S210__+2
S210__+2,0.00011,S208__+2
S210__+2,7e-05,S209__+2
S210__+2,0.000104,S215__+2
S211__+2,4.6e-05,S203__+2
S212__+2,7.9e-05,S203__+2
S213__+2,5.4e-05,S115__+1
S213__+2,0.000133,S203__+2
S213__+2,5.4e-05,S301__+3
S214__+2,0.000209,S203__+2
S214__+2,8.5e-05,S215__+2
S215__+2,0.000104,S210__+2
S215__+2,8.5e-05,S214__+2
S301__+3,5.4e-05,S213__+2
__+2,8.4e-05,A201__+2
__+2,5.4e-05,__+3
__+3,7e-05,A209__+3
__+3,5.4e-05,__+2
extra_450_308__+1,0.000222,C106__+1
extra_450_308__+1,9.4e-05,C114__+1
extra_450_308__+1,0.000217,extra_486_308__+1
extra_486_308__+1,0.000354,C106__+1
extra_486_308__+1,0.000217,extra_450_308__+1
extra_486_308__+1,0.000106,extra_528_390__+1
extra_486_556__+1,5.9e-05,A101.1__+1
extra_486_556__+1,9e-05,A101__+1
extra_528_390__+1,7.3e-05,D101__+1
extra_528_390__+1,0.000125,D102__+1
extra_528_390__+1,0.000106,extra_486_308__+1
L301__+3,5.4e-05,L401__+4
L401__+4,5.4e-05,L301__+3
Q320__+3,5.4e-05,Q320__+4
Q320__+4,5.4e-05,Q320__+3
Q326__+3,5.4e-05,Q326__+4
Q326__+4,5.4e-05,Q326__+3
R301__+3,5.4e-05,R401__+4
R401__+4,5.4e-05,R301__+3
R307__+3,5.4e-05,R407__+4
R407__+4,5.4e-05,R307__+3
L401__+4,0.0001,L402__+4
L402__+4,0.0001,L401__+4
L402__+4,0.0001,L403__+4
L403__+4,0.0001,L402__+4
L402__+4,0.0001,L404__+4
L404__+4,0.0001,L402__+4
Q320__+4,0.0001,Q402__+4
Q402__+4,0.0001,Q320__+4
Q402__+4,0.0001,Q403__+4
Q403__+4,0.0001,Q402__+4
Q326__+4,0.0001,Q403__+4
Q403__+4,0.0001,Q326__+4
R401__+4,0.0001,R402__+4
R402__+4,0.0001,R401__+4
R401__+4,0.0001,R404__+4
R404__+4,0.0001,R401__+4
R405__+4,0.0001,R406__+4
R406__+4,0.0001,R405__+4
R405__+4,0.0001,R407__+4
R407__+4,0.0001,R405__+4
R405__+4,0.0001,R408__+4
R408__+4,0.0001,R405__+4
R406__+4,0.0001,R406.1__+4
R406.1__+4,0.0001,R406__+4
R406__+4,0.0001,R406.2__+4
R406.2__+4,0.0001,R406__+4
R408__+4,0.0001,R408.1__+4
R408.1__+4,0.0001,R408__+4
R408__+4,0.0001,R408.2__+4
R408.2__+4,0.0001,R408__+4
R408__+4,0.0001,R408.3__+4
R408.3__+4,0.0001,R408__+4
R408__+4,0.0001,R409__+4
R409__+4,0.0001,R408__+4
R409__+4,0.0001,R409.1__+4
R409.1__+4,0.0001,R409__+4
R409__+4,0.0001,R409.2__+4
R409.2__+4,0.0001,R409__+4
R409__+4,0.0001,R409.3__+4
R409.3__+4,0.0001,R409__+4
R410__+4,0.0001,R410.1__+4
R410.1__+4,0.0001,R410__+4
R410__+4,0.0001,R410.2__+4
R410.2__+4,0.0001,R410__+4
A108__+1,0.00015,L102__+1
L102__+1,0.00015,A108__+1
A000__-1,0.00012,A001__-1
A001__-1,0.00012,A000__-1
A214__+2,0.00015,L212__+2
L212__+2,0.00015,A214__+2
A101__+1,0.00015,extra_486_308__+1
extra_486_308__+1,0.00015,A101__+1
C133__+1,0.00045,extra_450_308__+1
extra_450_308__+1,0.00045,C133__+1
